-2.938113,-2.452798,2
-1.371079,-3.402234,2
-3.077487,-0.365677,2
-0.190864,-4.479548,2
-0.817495,-2.812410,2
-1.300126,-3.072290,2
-4.274978,1.817977,2
-2.031755,-1.742012,2
-0.005030,-3.125890,2
-1.487658,-1.254458,2
-2.939523,-2.012042,2
-4.692532,-0.547804,2
-1.043031,-2.217878,2
-4.210217,-0.280352,2
-2.210162,-1.970669,2
-0.214845,-4.305452,2
-3.039809,-1.711814,2
-2.399761,-2.465947,2
-0.334812,-4.231761,2
-3.157084,-1.608280,2
-1.043215,-1.860343,2
-2.716013,-2.525825,2
-2.287713,-2.940507,2
-1.461233,-2.410999,2
-1.406364,-1.734501,2
-3.032838,-1.278710,2
-1.149460,-3.515921,2
-4.243524,-0.148260,2
-2.208327,-0.777086,2
-2.440201,-2.000334,2
-4.186258,-0.355763,2
-4.126539,-0.191868,2
-2.127619,-2.430256,2
-2.922494,-0.850980,2
-4.633275,-0.406179,2
-2.712928,-2.219277,2
-3.009949,-1.715635,2
-2.822999,-1.408335,2
-3.783569,-0.347215,2
-4.153892,-1.628444,2
-1.880291,-1.316425,2
-2.247324,-2.801085,2
-1.864794,-3.198700,2
-2.994843,-1.987816,2
-2.058473,-1.480064,2
-3.155640,-1.932012,2
-0.946928,-1.928250,2
-4.566270,0.084994,2
-2.336656,-3.280863,2
-0.738758,-3.675815,2
-2.068337,-3.127353,2
-1.165831,-3.914755,2
0.006310,-4.387386,2
-3.966544,-1.173133,2
-0.002791,-4.024242,2
-2.151577,-2.970686,2
-5.445867,0.302059,2
-2.082605,-1.781279,2
2.334713,-3.341679,3
1.415348,-3.874412,3
1.906172,-4.122050,3
3.785004,-0.560160,3
2.925068,-1.336263,3
4.478373,-0.452143,3
2.134620,-2.273194,3
1.922383,-2.360110,3
3.953072,-2.197116,3
1.820802,-3.336400,3
2.723729,-1.335799,3
2.277457,-2.268777,3
5.360401,-0.686519,3
3.716816,-2.266252,3
1.238149,-3.313862,3
1.827507,-2.424357,3
2.883580,-1.934272,3
1.791451,-3.194149,3
2.534135,-2.792680,3
2.186860,-0.439306,3
4.235541,-2.142307,3
5.023442,-1.048232,3
0.318267,-3.667162,3
3.671429,-0.926572,3
0.427596,-2.994583,3
1.145544,-3.801872,3
1.265292,-2.457451,3
2.237763,-1.405608,3
2.822380,-1.521727,3
3.694744,-1.089510,3
1.833529,-2.007429,3
3.205655,-1.704375,3
2.175395,-1.043844,3
3.630163,-2.352039,3
2.965210,-2.064494,3
3.791794,-2.082311,3
2.867300,-0.365514,3
3.222892,-2.178534,3
3.316820,0.409490,3
3.635857,-0.357012,3
4.113771,-1.250541,3
2.303985,-2.362107,3
2.153745,-2.926154,3
2.475732,-1.929340,3
2.401162,-1.344335,3
3.656488,-1.012627,3
1.902694,-1.735489,3
4.514574,-0.573449,3
1.083348,-2.835847,3
0.025746,-2.488847,3
2.953959,-2.273793,3
1.010410,-2.335559,3
2.085281,-0.791070,3
-0.260759,-3.347165,3
3.934941,-1.150239,3
1.480216,-3.397088,3
2.081117,-2.263982,3
2.649411,-3.030815,3
2.301644,-0.881560,3
2.696745,-0.249054,3
2.834968,-1.660254,3
3.043365,-1.984731,3
5.093695,0.876033,3
4.316224,-0.576031,3
3.839134,-1.567908,3
0.512096,-4.578482,3
2.861227,-2.162490,3
2.524002,-1.717485,3
2.175960,-2.644371,3
1.849009,-2.694073,3
2.227708,-2.313957,3
1.352836,-3.773349,3
3.398095,-0.943030,3
2.883472,-0.583273,3
2.642694,-2.909052,3
1.755207,-4.048258,3
0.644557,-3.545068,3
3.053786,-0.789843,3
1.679733,-2.161364,3
4.260077,-0.100489,3
1.779825,-2.193845,3
2.388165,-3.108078,3
0.824116,-2.394777,3
0.545575,-3.706586,3
3.189514,-0.994401,3
4.392725,-1.084934,3
1.811091,-2.344168,3
2.554942,-3.090881,3
3.479641,-0.742606,3
1.279358,-1.965496,3
